index,trialid,source_register,date_registration,date_enrollement,retrospective_registration,normed_spon_names,recruitment_status,phase,study_type,countries,public_title,study_category,intervention,intervention_list,target_enrollment,web_address,cross_registrations
5666,NCT04497298,ClinicalTrials.gov,2020-07-31,2020-08-10,False,Institut Pasteur,Recruiting,Phase 1,Interventional,"France, Belgium",Clinical Trial to Evaluate the Safety and Immunogenicity of the COVID-19 Vaccine,ATMP,Vaccine,Vaccine,90,https://clinicaltrials.gov/show/NCT04497298,None
5667,NCT04497311,ClinicalTrials.gov,2020-07-31,2020-06-15,True,Universidad de Guanajuato,Recruiting,Not Applicable,Observational,Mexico,Tomographic Findings in COVID-19 and Influenza,Clinical Presentation,No Intervention,No Intervention,100,https://clinicaltrials.gov/show/NCT04497311,None
5668,NCT04497324,ClinicalTrials.gov,2020-07-31,2020-08-20,True,Universidad Peruana Cayetano Heredia,Not Recruiting,Phase 2,Interventional,Peru,PERUCONPLASMA: Evaluating the Use of Convalescent Plasma as Management of COVID-19,ATMP,Plasma,Plasma,100,https://clinicaltrials.gov/show/NCT04497324,PER-016-20
5669,NCT04497389,ClinicalTrials.gov,2020-06-09,2020-10-28,False,University of Utah,Recruiting,Phase 1/Phase 2,Interventional,United States,Safety and Feasibility of Amniotic Fluid as a Treatment for COVID-19 Patients,ATMP,Human Amniotic Fluid,Human Amniotic Fluid,60,https://clinicaltrials.gov/show/NCT04497389,None
5670,NCT04497402,ClinicalTrials.gov,2020-07-31,2020-09-01,False,University of Roma La Sapienza,Recruiting,Not Applicable,Observational,Italy,Sex-Informed Data in the COVID-19 Pandemic.,Clinical Presentation,No Intervention,No Intervention,88,https://clinicaltrials.gov/show/NCT04497402,None
5671,NCT04497415,ClinicalTrials.gov,2020-08-02,2020-10-21,False,"Research Foundation for Mental Hygiene, Inc.",Recruiting,Not Applicable,Interventional,United States,The COVID-19 and Healthcare Workers: An Active Intervention,Other,Other,Other,1200,https://clinicaltrials.gov/show/NCT04497415,None
5672,NCT04497441,ClinicalTrials.gov,2020-08-01,2020-06-10,True,Qassim University,Recruiting,Not Applicable,Observational,Saudi Arabia,Netizens' Perception of COVID-19 Information & Information Sources.,Other,No Intervention,No Intervention,385,https://clinicaltrials.gov/show/NCT04497441,None
5673,NCT04497454,ClinicalTrials.gov,2020-07-31,2020-05-08,True,University of São Paulo General Hospital,Recruiting,Not Applicable,Interventional,Brazil,Mechanical Ventilation Strategy for Coronavirus Disease 2019 (COVID-19),Other (physical),Mechanical ventilation,Mechanical ventilation,128,https://clinicaltrials.gov/show/NCT04497454,None
5674,NCT04497467,ClinicalTrials.gov,2020-08-02,2020-08-01,True,National Taiwan University Hospital,Recruiting,Not Applicable,Observational,Taiwan,Changes in Out-patient Visits in Taiwan During the Time of Global COVID-19 Pandemic,Health System,No Intervention,No Intervention,1200000,https://clinicaltrials.gov/show/NCT04497467,None
5675,NCT04497519,ClinicalTrials.gov,2020-07-27,2020-09-15,False,University Medical Center Groningen,Not Recruiting,Phase 1,Interventional,Netherlands,Local Tolerability and Pharmacokinetic Evaluation of Cyclops Dry Powder Hydroxychloroquine Inhalation in Healthy Volunteers,Drug,Hydroxychloroquine,Hydroxychloroquine,12,https://clinicaltrials.gov/show/NCT04497519,None
5676,NCT04497610,ClinicalTrials.gov,2020-08-02,2020-08-04,False,Instituto Costarricense de Investigaciones Clínicas (ICIC),Not Recruiting,Not Applicable,Observational,Costa Rica,SARS-CoV-2 (COVID-19) Detection Using the Breath Analizer TeraSystem,Diagnostics,Diagnostic Test or Assessment,Diagnostic Test or Assessment,1000,https://clinicaltrials.gov/show/NCT04497610,None
5677,NCT04497623,ClinicalTrials.gov,2020-07-27,2020-07-28,False,Fundación Neumológica Colombiana,Not Recruiting,Not Applicable,Interventional,Colombia,"Clinical Evaluation of Ventilador Innovation Product in Colombia in the SARS COVID 19 Pandemic, Unisabana Herons.",Other (physical),Mechanical ventilation,Mechanical ventilation,5,https://clinicaltrials.gov/show/NCT04497623,None
5678,NCT04497636,ClinicalTrials.gov,2020-08-01,2020-07-03,True,Pontificia Universidad Católica de Chile,Recruiting,Not Applicable,Observational,Chile,Mental Health Impact of the COVID-19 Pandemic Among Migrants in Chile,Other (psych),No Intervention,No Intervention,1092,https://clinicaltrials.gov/show/NCT04497636,None
5679,NCT04497779,ClinicalTrials.gov,2020-06-29,2020-07-13,False,City of Hope Medical Center,Recruiting,Not Applicable,Observational,United States,Analysis of Coronavirus Disease 19 (COVID-19) Convalescent Plasma,Clinical Presentation,No Intervention,No Intervention,800,https://clinicaltrials.gov/show/NCT04497779,None
5680,NCT04497818,ClinicalTrials.gov,2020-08-01,2020-06-16,True,Qassim University,Not Recruiting,Not Applicable,Observational,Saudi Arabia,Correlation Fear of COVID-19 & Dental Treatment Anxiety,Other (psych),No Intervention,No Intervention,385,https://clinicaltrials.gov/show/NCT04497818,None
5681,NCT04497922,ClinicalTrials.gov,2020-07-30,2020-08-20,False,Brigham and Women's Hospital,Not Recruiting,Not Applicable,Interventional,United States,Virtual White Boards for Patient Satisfaction,Other,Other,Other,100,https://clinicaltrials.gov/show/NCT04497922,None
5682,NCT04497987,ClinicalTrials.gov,2020-07-31,2020-08-02,False,Eli Lilly and Company,Recruiting,Phase 3,Interventional,United States,A Study of LY3819253 (LY-CoV555) in Preventing SARS-CoV-2 Infection and COVID-19 in Nursing Home Residents and Staff,Drug (Chemoprophylaxis),LY3819253,LY3819253,2400,https://clinicaltrials.gov/show/NCT04497987,None
5683,NCT04498065,ClinicalTrials.gov,2020-08-03,2020-03-01,True,CHU Dijon,Not Recruiting,Not Applicable,Observational,France,MYocardial DOmmages Related to COVID-19,Clinical Presentation,No Intervention,No Intervention,200,https://clinicaltrials.gov/show/NCT04498065,None
5684,NCT04498091,ClinicalTrials.gov,2020-08-03,2020-03-15,True,CHU Dijon,Not Recruiting,Not Applicable,Observational,France,EPIdemiological Approaches to the Cardiovascular Consequences of COVID-19,Clinical Presentation (Epidemiology),No Intervention,No Intervention,35,https://clinicaltrials.gov/show/NCT04498091,None
5685,NCT04498273,ClinicalTrials.gov,2020-08-03,2020-09-07,False,Frank C Sciurba,Recruiting,Phase 3,Interventional,United States,COVID-19 Positive Outpatient Thrombosis Prevention in Adults Aged 40-80,Drug,Apixaban,Apixaban,7000,https://clinicaltrials.gov/show/NCT04498273,None
5686,NCT04498286,ClinicalTrials.gov,2020-08-03,2020-08-06,False,Zoe van Kempen,Recruiting,Not Applicable,Observational,Netherlands,COVID-19 and SARS-CoV-2 Antibodies in Multiple Sclerosis Patients,Clinical Presentation,No Intervention,No Intervention,800,https://clinicaltrials.gov/show/NCT04498286,None
5687,NCT04498299,ClinicalTrials.gov,2020-07-31,2020-09-01,False,Miguel Ayala Leon,Recruiting,Not Applicable,Observational,Mexico,Stress Echocardiography in Patients Recovery From Mild COVID-19 Illness,Clinical Presentation,No Intervention,No Intervention,30,https://clinicaltrials.gov/show/NCT04498299,None
5688,NCT04498325,ClinicalTrials.gov,2020-07-30,2020-12-31,False,Washington University in St. Louis,Not Recruiting,Phase 1,Interventional,United States,"Evaluating the Effect of NT-I7, a Long Acting Interleukin-7, to Increase Lymphocyte Counts and Enhance Immune Clearance of SARS-CoV-2 (COVID-19)",Drug,NT-I7,NT-I7,42,https://clinicaltrials.gov/show/NCT04498325,None
5689,NCT04498377,ClinicalTrials.gov,2020-07-31,2020-10-09,False,Generon (Shanghai) Corporation Ltd.,Recruiting,Phase 2,Interventional,United States,Study of F-652 (IL-22:IgG2 Fusion Protein) in Patients With Moderate to Severe COVID-19,Drug,F-652,F-652,38,https://clinicaltrials.gov/show/NCT04498377,None
5690,NCT04498416,ClinicalTrials.gov,2020-07-31,2020-04-27,True,Fondation Lenval,Recruiting,Not Applicable,Observational,France,CoCo-20: a Longitudinal Follow-up Study of the French Paediatric Population During and After the Coronavirus Pandemic COVID-19,Clinical Presentation,No Intervention,No Intervention,70,https://clinicaltrials.gov/show/NCT04498416,None
5691,NCT04498442,ClinicalTrials.gov,2020-08-03,2020-05-22,True,Beth Israel Deaconess Medical Center,Recruiting,Not Applicable,Interventional,United States,"A Study on Prevalence, Protection and Recovery From COVID-19 in Seasoned Yoga Practitioners in Comparison to Age and Gender Matched Controls",Clinical Presentation (Epidemiology),No Intervention,No Intervention,30000,https://clinicaltrials.gov/show/NCT04498442,None
5692,NCT04498507,ClinicalTrials.gov,2020-08-01,2020-04-16,True,University of Liège,Not Recruiting,Not Applicable,Observational,Belgium,Psychosocial Outcomes in Families of COVID-19 ICU Patients,Other (psych),No Intervention,No Intervention,39,https://clinicaltrials.gov/show/NCT04498507,None
5693,NCT04498546,ClinicalTrials.gov,2020-07-27,2020-07-20,True,KTO Karatay University,Recruiting,Not Applicable,Observational,Turkey,Mask Usage and Exercise During the COVID-19 Pandemic,Other (exercise),Exercise,Exercise,60,https://clinicaltrials.gov/show/NCT04498546,None
5694,NCT04498936,ClinicalTrials.gov,2020-04-14,2020-07-15,False,Assiut University,Not Recruiting,Phase 4,Interventional,Egypt,Sofosbuvir/Ledipasvir and Nitazoxanide for Treatment of COVID-19,Drug,Sofosbuvir + Ledipasvir vs. Nitazoxanide,Sofosbuvir; Ledipasvir; Nitazoxanide,240,https://clinicaltrials.gov/show/NCT04498936,None
5695,NCT04499300,ClinicalTrials.gov,2020-08-03,2020-06-09,True,Murielle Surquin,Recruiting,Not Applicable,Observational,Belgium,Elderly Patients and COVID-19 Infection: a Cohort of Fifty Patients Over Ninety Years of Age,Clinical Presentation,No Intervention,No Intervention,50,https://clinicaltrials.gov/show/NCT04499300,None
5696,NCT04499313,ClinicalTrials.gov,2020-07-27,2020-08-02,False,Chattogram General Hospital,Recruiting,Phase 3,Interventional,Bangladesh,Dexamethasone Vs Methylprednisolone for the Treatment of Patients With ARDS Caused by COVID-19,Drug,Corticosteroids,Dexamethasone; Methylprednisolone,60,https://clinicaltrials.gov/show/NCT04499313,None
5697,NCT04499378,ClinicalTrials.gov,2020-08-03,2020-08-15,False,Universidad de Guanajuato,Not Recruiting,Not Applicable,Observational,No Country Given,Tomographic Findings in COVID-19 and Influenza H1N1,Clinical Presentation,No Intervention,No Intervention,200,https://clinicaltrials.gov/show/NCT04499378,None
5698,NCT04499391,ClinicalTrials.gov,2020-07-31,2020-12-12,False,Milton S. Hershey Medical Center,Not Recruiting,Not Applicable,Interventional,No Country Given,COVID-19 Project ECHO in Nursing Homes,Telehealth,Telehealth,Telehealth,100,https://clinicaltrials.gov/show/NCT04499391,None
5699,NCT04499677,ClinicalTrials.gov,2020-06-16,2020-09-24,False,"University College, London",Recruiting,Phase 2,Interventional,United Kingdom,FLARE: Favipiravir +/- Lopinavir: A RCT of Early Antivirals,Drug,Favipiravir + Lopinavir/ritonavir vs. Favipiravir vs. Lopinavir/ritonavir,Favipiravir; Lopinavir/ritonavir,240,https://clinicaltrials.gov/show/NCT04499677,None
5700,NCT04500067,ClinicalTrials.gov,2020-07-15,2020-05-07,True,Biopharma Plasma LLC,Not Recruiting,Phase 3,Interventional,Ukraine,"Intravenous Immunoglobulin (IVIG, Bioven) Efficacy Assess for COVID-19 / SARS-CoV-2 Severe Pneumonia Complex Treatment",ATMP,Immunoglobulin,Immunoglobulin,76,https://clinicaltrials.gov/show/NCT04500067,None
5701,NCT04500132,ClinicalTrials.gov,2020-08-04,2020-05-28,True,Enzychem Lifesciences Corporation,Recruiting,Phase 2,Interventional,South Korea,To Evaluate Safety and Efficacy of EC-18 in COVID-19 Infection to Pneumonia,Drug,EC-18,EC-18,60,https://clinicaltrials.gov/show/NCT04500132,None
5702,NCT04500366,ClinicalTrials.gov,2020-07-31,2020-08-26,False,McMaster University,Recruiting,Not Applicable,Interventional,Canada,GERAS Frailty Rehabilitation at Home During COVID-19,Other (physio),Physio & Rehabilitation,Physio & Rehabilitation,70,https://clinicaltrials.gov/show/NCT04500366,None
5703,NCT04500418,ClinicalTrials.gov,2020-08-04,2020-08-25,True,Charité University,Recruiting,Phase 2,Interventional,Germany,CharitÃ© Trial of Cenicriviroc (CVC) Treatment for COVID-19 Patients,Drug,Cenicriviroc,Cenicriviroc,183,https://clinicaltrials.gov/show/NCT04500418,EUCTR2020-001493-29
5704,NCT04500600,ClinicalTrials.gov,2020-07-24,2020-06-11,True,M.D. Anderson Cancer Center,Recruiting,Not Applicable,Observational,United States,Well-Being and Health-Related Quality of Life in Cancer Patients and Survivors During the COVID-19 Pandemic,Other (psych),No Intervention,No Intervention,50000,https://clinicaltrials.gov/show/NCT04500600,None
5705,NCT04500626,ClinicalTrials.gov,2020-07-31,2020-10-01,False,Ottawa Hospital Research Institute,Not Recruiting,Phase 2/Phase 3,Interventional,Canada,Hyperbaric Versus Normobaric Oxygen Therapy for COVID-19 Patients,Drug,Oxygen,Oxygen,234,https://clinicaltrials.gov/show/NCT04500626,None
5706,NCT04500639,ClinicalTrials.gov,2020-08-04,2020-07-23,True,University of Alberta,Recruiting,Not Applicable,Observational,Canada,Over-the-counter Medications & COVID-19,Drug,Other,Other,14000,https://clinicaltrials.gov/show/NCT04500639,None
5707,NCT04500652,ClinicalTrials.gov,2020-07-24,2020-06-27,True,Dokuz Eylul University,Recruiting,Not Applicable,Observational,Turkey,Mental Health Status and Related Factors Among Physical Medicine & Rehabilitation Physicians in the Covid-19 Pandemic,Other (psych),No Intervention,No Intervention,310,https://clinicaltrials.gov/show/NCT04500652,None
5708,NCT04501172,ClinicalTrials.gov,2020-07-25,2020-06-25,True,Democritus University of Thrace,Not Recruiting,Not Applicable,Observational,Greece,Impact of Spectacles on Compliance to Mask-wearing Directives,Other,No Intervention,No Intervention,1214,https://clinicaltrials.gov/show/NCT04501172,None
5709,NCT04501445,ClinicalTrials.gov,2020-08-04,2020-09-14,False,Rush University Medical Center,Recruiting,Not Applicable,Interventional,United States,Psychological Symptoms and Families of COVID-19 Patients,Other (psych),No Intervention,No Intervention,100,https://clinicaltrials.gov/show/NCT04501445,None
5710,NCT04501458,ClinicalTrials.gov,2020-08-05,2020-05-18,True,Surgical Systems Research Group,Recruiting,Not Applicable,Interventional,Kenya,Western Kenya Integrated COVID-19 Response,Health System,Health System,Health System,200000,https://clinicaltrials.gov/show/NCT04501458,None
5711,NCT04501783,ClinicalTrials.gov,2020-08-05,2020-05-20,True,"R-Pharm International, LLC",Not Recruiting,Phase 3,Interventional,Russian Federation,Study of Efficacy and Safety of TL-FVP-t vs. SOC in Patients With Mild to Moderate COVID-19,Drug,Favipiravir,Favipiravir,168,https://clinicaltrials.gov/show/NCT04501783,None
5712,NCT04501796,ClinicalTrials.gov,2020-07-27,2020-08-01,False,NeoImmuneTech,Recruiting,Phase 1,Interventional,United States,A Trial of NT-I7 in COVID-19 (SPESELPIS),Drug,NT-I7,NT-I7,30,https://clinicaltrials.gov/show/NCT04501796,None
5713,NCT04501822,ClinicalTrials.gov,2020-07-28,2020-07-19,True,Tomsk National Research Medical Center of the Russian Academy of Sciences,Recruiting,Not Applicable,Observational,Russian Federation,One-year Cardiac Follow-up of Patients With COVID-19 Pneumonia,Clinical Presentation,No Intervention,No Intervention,380,https://clinicaltrials.gov/show/NCT04501822,None
5714,NCT04501965,ClinicalTrials.gov,2020-08-03,2020-06-01,True,Institute for Research and Development of Medicinal and Food Plants of Guinea,Recruiting,Phase 2,Interventional,Guinea,Phytomedicines Versus Hydroxychloroquine as an Add on Therapy to Azythromycin in Asymptomatic Covid-19 Patients,Drug,Hydroxychloroquine + Azithromycin vs. Quinquina-Stevia + Azythromycin vs. 4Plants + Azythromycin,Hydroxychloroquine; Azithromycin; Quinquina-Stevia; 4Plants,231,https://clinicaltrials.gov/show/NCT04501965,None
5715,NCT04501978,ClinicalTrials.gov,2020-08-03,2020-08-04,False,National Institute of Allergy and Infectious Diseases (NIAID),Not Recruiting,Phase 3,Interventional,"Singapore, United States, Denmark, Spain",ACTIV-3: Therapeutics for Inpatients With COVID-19,Drug,LY3819253,LY3819253,10000,https://clinicaltrials.gov/show/NCT04501978,None
5716,NCT04501991,ClinicalTrials.gov,2020-08-05,2020-03-11,True,University of Pisa,Not Recruiting,Not Applicable,Observational,Italy,Short-term Impact of COVID-19 Lockdown on Metabolic Control of Type 2 Diabetes,Clinical Presentation,No Intervention,No Intervention,114,https://clinicaltrials.gov/show/NCT04501991,None
5717,NCT04502056,ClinicalTrials.gov,2020-08-02,2020-07-31,True,"National Bureau of Economic Research, Inc.",Not Recruiting,Not Applicable,Interventional,United States,Covid-19 Messaging to Underserved Communities - 2nd Experiment,Other,Other,Other,20000,https://clinicaltrials.gov/show/NCT04502056,None
5718,NCT04502069,ClinicalTrials.gov,2020-07-10,2020-08-01,False,RedHill Biopharma Limited,Not Recruiting,Phase 1/Phase 2,Interventional,Israel,Treatment of COVID-19 With Opaganib in Patients With Pneumonia Requiring Oxygen,Drug,Opaganib,Opaganib,0,https://clinicaltrials.gov/show/NCT04502069,None
5719,NCT04502108,ClinicalTrials.gov,2020-08-05,2020-04-01,True,Slavko Rogan,Recruiting,Not Applicable,Observational,Switzerland,Behavior During and After COVID-19 Crisis,Other,No Intervention,No Intervention,1000,https://clinicaltrials.gov/show/NCT04502108,None
5720,NCT04502342,ClinicalTrials.gov,2020-08-04,2020-06-01,True,Institute for Research and Development of Medicinal and Food Plants of Guinea,Recruiting,Phase 2,Interventional,Guinea,"Add on to Azythromycine, Phytomedicine and/or Antimalarial Drug vs Hydroxychloroquine in Uncomplicated COVID-19 Patients",Drug,Hydroxychloroquine + Azithromycin vs. Cospherunate + Azithromycin vs. Cospherunate + Phytomedicine + Azithromycin,Hydroxychloroquine; Azithromycin; Cospherunate; Phytomedicine,30,https://clinicaltrials.gov/show/NCT04502342,None
