,index,trialid,source_register,date_registration,date_enrollement,retrospective_registration,normed_spon_names,recruitment_status,phase,study_type,countries,public_title,study_category,intervention,intervention_list,target_enrollment,web_address,cross_registrations
3294,5996,NCT04537949,ClinicalTrials.gov,2020-09-02,2020-09-09,True,Biontech SE,Recruiting,Phase 1/Phase 2,Interventional,Germany,A Trial Investigating the Safety and Effects of One BNT162 Vaccine Against COVID-19 in Healthy Adults,ATMP,Vaccine,Vaccine,120,https://clinicaltrials.gov/show/NCT04537949,EUCTR2020-003267-26
3295,5997,NCT04537962,ClinicalTrials.gov,2020-07-14,2020-06-11,True,Hospital Israelita Albert Einstein,Recruiting,Not Applicable,Interventional,Brazil,"Evaluationof the Load of SARS-CoV-2 Virus in Oral Cavity, Oropharinge and Saliva of Patients With Covid-19 After Disinfection With Oral Antimicrobial Solutions: a Pilot Study",Drug,Mouthwash,Mouthwash,70,https://clinicaltrials.gov/show/NCT04537962,None
3296,6001,NCT04539275,ClinicalTrials.gov,2020-08-27,2020-11-16,False,VA Office of Research and Development,Recruiting,Phase 3,Interventional,United States,COVID-19 (VA CURES-1),ATMP,Plasma,Plasma,702,https://clinicaltrials.gov/show/NCT04539275,None
3297,6002,NCT04539626,ClinicalTrials.gov,2020-09-03,2020-10-01,False,Centro Médico Nacional 20 de Noviembre,Not Recruiting,Not Applicable,Interventional,No Country Given,Estrogen Therapy in Non-severe COVID-19 Patients,Drug,Estrogen,Estrogen,60,https://clinicaltrials.gov/show/NCT04539626,None
3298,6003,NCT04539795,ClinicalTrials.gov,2020-09-03,2020-11-01,False,University of Alabama at Birmingham,Recruiting,Phase 1/Phase 2,Interventional,United States,COVID-19 Study of Safety and Tolerability of Alvelestat,Drug,Alvelestat,Alvelestat,15,https://clinicaltrials.gov/show/NCT04539795,None
3299,6004,NCT04539821,ClinicalTrials.gov,2020-09-03,2020-10-01,False,VA Office of Research and Development,Recruiting,Not Applicable,Interventional,United States,Virtual Pain Care Management (COVID-19),Telehealth,Telehealth,Telehealth,60,https://clinicaltrials.gov/show/NCT04539821,None
3300,6006,NCT04539873,ClinicalTrials.gov,2020-08-29,2020-11-30,False,Fundacion Universitaria de Ciencias de la Salud,Not Recruiting,Phase 3,Interventional,Colombia,Impact of Colchicine in Hospitalized Colombian Patients With COVID-19,Drug,Colchicine,Colchicine,128,https://clinicaltrials.gov/show/NCT04539873,None
3301,6008,NCT04540185,ClinicalTrials.gov,2020-09-04,2020-11-01,False,"NeuroActiva, Inc.",Recruiting,Phase 3,Interventional,"New Zealand, United States",A Phase 3 Randomized Double Blind Efficacy and Safety Study of Oral Polio Vaccine and NA-831 for Covid-19,ATMP (+ drug),Vaccine + NA-831 vs Vaccine vs. NA-831,Vaccine; NA-831,3600,https://clinicaltrials.gov/show/NCT04540185,None
3302,6009,NCT04540393,ClinicalTrials.gov,2020-08-26,2020-09-02,False,AstraZeneca,Not Recruiting,Phase 3,Interventional,Russian Federation,AZD1222 Vaccine for the Prevention of COVID-19,ATMP,Vaccine,Vaccine,100,https://clinicaltrials.gov/show/NCT04540393,None
3303,6010,NCT04540406,ClinicalTrials.gov,2020-09-03,2020-10-01,False,Notitia Biotechnologies Company,Not Recruiting,Phase 2,Interventional,United States,NBT-NM108 as an Early Treatment of Suspected or Confirmed COVID-19 in Patients With Prediabetes or Type 2 Diabetes,Drug,NBT-NM108,NBT-NM108,100,https://clinicaltrials.gov/show/NCT04540406,None
3304,6011,NCT04540419,ClinicalTrials.gov,2020-08-17,2020-09-11,False,NPO Petrovax,Not Recruiting,Phase 3,Interventional,Russian Federation,Clinical Trial of Recombinant Novel Coronavirus Vaccine (Adenovirus Type 5 Vector) Against COVID-19,ATMP,Vaccine,Vaccine,500,https://clinicaltrials.gov/show/NCT04540419,None
3305,6013,NCT04540926,ClinicalTrials.gov,2020-09-02,2020-09-01,True,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Not Recruiting,Phase 1/Phase 2,Interventional,Mexico,Cyclosporine A Plus Low-steroid Treatment in COVID-19 Pneumonia,Drug,Cyclosporine,Cyclosporine,200,https://clinicaltrials.gov/show/NCT04540926,None
3306,6014,NCT04540939,ClinicalTrials.gov,2020-09-04,2020-10-19,False,University of Michigan,Recruiting,Not Applicable,Interventional,United States,Neural Mechanisms of Mindfulness-based Cognitive Therapy (MBCT) for Posttraumatic Stress Disorder (PTSD) - COVID Related Substudy,Other (psych),Psychological,Psychological,60,https://clinicaltrials.gov/show/NCT04540939,None
3307,6016,NCT04541485,ClinicalTrials.gov,2020-09-07,2020-10-06,False,Daewoong Pharmaceutical Co.,Not Recruiting,Phase 1,Interventional,No Country Given,"To Evaluate Safety, Tolerability and Pharmacodynamics of DWRX2003 Against COVID-19 (in Philippines)",Drug,DWRX2003,DWRX2003,40,https://clinicaltrials.gov/show/NCT04541485,None
3308,6017,NCT04541979,ClinicalTrials.gov,2020-06-05,2020-06-04,True,Region Skåne,Recruiting,Phase 2,Interventional,Sweden,Aerosoliserat DNase for Treatment of Respiratory Failure in Severe COVID-19,Drug,Aerosolized DNase I,Aerosolized DNase I,100,https://clinicaltrials.gov/show/NCT04541979,None
3309,6018,NCT04542031,ClinicalTrials.gov,2020-09-07,2020-10-01,False,The Royal Wolverhampton Hospitals NHS Trust,Not Recruiting,Not Applicable,Interventional,United Kingdom,COVID-19 in a Single Large UK Rheumatology Centre and Impact on QOL,Other,No Intervention,No Intervention,7911,https://clinicaltrials.gov/show/NCT04542031,None
3310,6021,NCT04542122,ClinicalTrials.gov,2020-08-31,2020-09-03,False,"University Hospital, Caen",Not Recruiting,Not Applicable,Interventional,No Country Given,Moral Judgements and Choices of Caregivers in the Time of COVID-19 Pandemic,Other,No Intervention,No Intervention,500,https://clinicaltrials.gov/show/NCT04542122,None
3311,6023,NCT04542213,ClinicalTrials.gov,2020-09-03,2020-08-01,True,Hospital Regional de Alta Especialidad del Bajio,Recruiting,Phase 3,Interventional,Mexico,Dipeptidyl Peptidase-4 Inhibitor (DPP4i) for the Control of Hyperglycemia in Patients With COVID-19,Drug,Linagliptin,Linagliptin,28,https://clinicaltrials.gov/show/NCT04542213,None
3312,6024,NCT04542330,ClinicalTrials.gov,2020-09-07,2020-09-15,False,Bandim Health Project,Recruiting,Phase 3,Interventional,Denmark,Using BCG to Protect Senior Citizens During the COVID-19 Pandemic,ATMP,Vaccine,Vaccine,1900,https://clinicaltrials.gov/show/NCT04542330,None
3313,6025,NCT04542343,ClinicalTrials.gov,2020-09-03,2020-10-01,False,Charles Drew University of Medicine and Science,Not Recruiting,Not Applicable,Interventional,No Country Given,COVID-19 Risk Reduction Among African American Parishioners,Other,Other,Other,265,https://clinicaltrials.gov/show/NCT04542343,None
3314,6026,NCT04542395,ClinicalTrials.gov,2020-09-03,2020-12-01,False,Charles Drew University of Medicine and Science,Not Recruiting,Not Applicable,Interventional,No Country Given,COVID-2019 Testing and Vaccination Among African American and Latinx Public Housing Residents,Other,Other,Other,310,https://clinicaltrials.gov/show/NCT04542395,None
3315,6027,NCT04542408,ClinicalTrials.gov,2020-09-06,2020-11-12,False,"University Hospital, Hamburg-Eppendorf",Recruiting,Phase 3,Interventional,Germany,Hamburg Edoxaban for Anticoagulation in COVID-19 Study,Drug,Edoxaban or Heparin,Edoxaban; Heparin,172,https://clinicaltrials.gov/show/NCT04542408,None
3316,6028,NCT04542421,ClinicalTrials.gov,2020-09-04,2020-07-01,True,"University of Colorado, Denver",Recruiting,Not Applicable,Interventional,United States,Lung Ultrasound Implementation in the Management of Patients Hospitalized With COVID-19,Diagnostics,Diagnostic Test or Assessment,Diagnostic Test or Assessment,90,https://clinicaltrials.gov/show/NCT04542421,None
3317,6029,NCT04542434,ClinicalTrials.gov,2020-09-04,2020-11-01,False,"First Wave Bio, Inc.",Not Recruiting,Phase 2,Interventional,No Country Given,Niclosamide in COVID-19,Drug,Niclosamide,Niclosamide,148,https://clinicaltrials.gov/show/NCT04542434,None
3318,6030,NCT04542447,ClinicalTrials.gov,2020-09-06,2020-09-01,True,NatureCeuticals Sdn Bhd,Recruiting,Phase 1,Interventional,India,To Evaluate Safety and Efficacy of Nuvastatic as an Immunomodulator Adjuvant Therapy in COVID-19 Patients.,Drug,Nuvastatic,Nuvastatic,10,https://clinicaltrials.gov/show/NCT04542447,None
3319,6032,NCT04542694,ClinicalTrials.gov,2020-09-04,2020-05-21,True,"Promomed, LLC",Not Recruiting,Phase 3,Interventional,Russian Federation,Study of Favipiravir Compared to Standard of Care in Hospitalized Patients With COVID-19,Drug,Favipiravir,Favipiravir,200,https://clinicaltrials.gov/show/NCT04542694,None
3320,6033,NCT04542850,ClinicalTrials.gov,2020-08-16,2020-11-01,False,Royal College of Surgeons in Ireland - Medical University of Bahrain,Not Recruiting,Not Applicable,Interventional,Bahrain,"Pilot Study to Evaluate the Safety, Tolerability, and Efficacy of 5-ALA-Phosphate + SFC in Subjects With COVID-19",Supplement,5-ALA-Phosphate + SFC (5-ALA + SFC),5-ALA-Phosphate; SFC (5-ALA + SFC),40,https://clinicaltrials.gov/show/NCT04542850,None
3321,6034,NCT04542876,ClinicalTrials.gov,2020-09-08,2020-05-01,True,Aarogyam UK,Not Recruiting,Not Applicable,Interventional,India,Efficacy and Safety of Guduchi Ghan Vati in the Management of Asymptomatic COVID-19 Infection,Traditional Medicine (Drug),Traditional Medicine,Traditional Medicine,46,https://clinicaltrials.gov/show/NCT04542876,None
3322,6036,NCT04542941,ClinicalTrials.gov,2020-08-31,2020-06-16,True,Makerere University,Not Recruiting,Not Applicable,Interventional,Uganda,Assessment of Safety and Efficacy of CCP,ATMP,Plasma,Plasma,136,https://clinicaltrials.gov/show/NCT04542941,None
3323,6038,NCT04542967,ClinicalTrials.gov,2020-09-04,2020-06-23,True,Hospital Central Militar,Recruiting,Phase 2,Interventional,Mexico,Study on the Safety and Efficacy of Convalescent Plasma in Patients With Severe COVID-19 Disease,ATMP,Plasma,Plasma,150,https://clinicaltrials.gov/show/NCT04542967,None
3324,6040,NCT04542993,ClinicalTrials.gov,2020-09-08,2020-09-08,False,Swedish Medical Center,Recruiting,Phase 2,Interventional,United States,Can SARS-CoV-2 Viral Load and COVID-19 Disease Severity be Reduced by Resveratrol-assisted Zinc Therapy,Drug,Zinc,Zinc,60,https://clinicaltrials.gov/show/NCT04542993,None
3325,6041,NCT04543006,ClinicalTrials.gov,2020-09-08,2020-09-08,False,"University Hospital, Grenoble",Not Recruiting,Not Applicable,Interventional,No Country Given,Persistence of Neutralizing Antibodies 6 and 12 Months After a Covid-19,Clinical Presentation (Epidemiology),No Intervention,No Intervention,170,https://clinicaltrials.gov/show/NCT04543006,None
3326,6042,NCT04543760,ClinicalTrials.gov,2020-09-08,2020-10-01,False,"Hospital St. Joseph, Marseille",Recruiting,Not Applicable,Interventional,France,Effect of Prone Positioning Combined With High Flow Oxygen Therapy on Oxygenation During Acute Respiratory Failure Due to COVID-19,Procedure,Positioning,Positioning,18,https://clinicaltrials.gov/show/NCT04543760,None
3327,6050,NCT04545008,ClinicalTrials.gov,2020-09-01,2020-09-01,False,Prisma Health-Upstate,Not Recruiting,Phase 1,Interventional,No Country Given,Trial of Famotidine & N-Acetyl Cysteine for Outpatients With COVID-19,Drug,Famotidine vs. N-Acetyl vs. Famotidine + N-Acetyl,Famotidine; N-Acetyl,42,https://clinicaltrials.gov/show/NCT04545008,None
3328,6052,NCT04545242,ClinicalTrials.gov,2020-09-05,2020-10-07,False,Dr. Negrin University Hospital,Not Recruiting,Phase 4,Interventional,Spain,Efficacy of DEXamethasone in Patients With Acute Hypoxemic REspiratory Failure Caused by INfEctions,Drug,Corticosteroids,Dexamethasone,980,https://clinicaltrials.gov/show/NCT04545242,None
3329,6053,NCT04545541,ClinicalTrials.gov,2020-09-05,2020-11-01,False,Australian National University,Recruiting,Phase 2/Phase 3,Interventional,United States,Nebulised Heparin in Patients With Severe COVID-19,Drug,Heparin,Heparin,202,https://clinicaltrials.gov/show/NCT04545541,None
3330,6054,NCT04545749,ClinicalTrials.gov,2020-09-02,2020-09-25,False,"United Biomedical Inc., Asia",Recruiting,Phase 1,Interventional,Taiwan,"A Study to Evaluate the Safety, Tolerability, and Immunogenicity of UB-612 COVID-19 Vaccine",ATMP,Vaccine,Vaccine,60,https://clinicaltrials.gov/show/NCT04545749,None
3331,6056,NCT04546737,ClinicalTrials.gov,2020-09-10,2020-09-08,True,CHU de Amiens,Recruiting,Not Applicable,Interventional,France,"Study of Morphological, Spectral and Metabolic Manifestations of Neurological Complications in Covid-19 Patients",Clinical Presentation,No Intervention,No Intervention,20,https://clinicaltrials.gov/show/NCT04546737,None
3332,6058,NCT04546841,ClinicalTrials.gov,2020-08-26,2020-11-27,False,"University Hospital, Tübingen",Recruiting,Phase 1,Interventional,Germany,Safety and Immunogenicity Trial of Multi-peptide Vaccination to Prevent COVID-19 Infection in Adults,ATMP,Vaccine,Vaccine,36,https://clinicaltrials.gov/show/NCT04546841,None
3333,6060,NCT04547127,ClinicalTrials.gov,2020-09-10,2020-04-29,True,"Grifols, S.A.",Recruiting,Phase 2,Interventional,Spain,A Study to Evaluate Safety and Efficacy of Convalescent Methylene Blue Treated (MBT) Plasma From Donors Recovered From Coronavirus Disease 2019 (COVID-19),ATMP,Plasma,Plasma,200,https://clinicaltrials.gov/show/NCT04547127,None
3334,6061,NCT04547140,ClinicalTrials.gov,2020-09-10,2020-11-01,False,"Grifols, S.A.",Recruiting,Phase 2,Interventional,United States,Study to Evaluate the Safety and Efficacy of Liquid Alpha1-Proteinase Inhibitor (Human) in Hospitalized Participants With Coronavirus Disease (COVID-19),ATMP,Alpha-1-proteinase inhibitor,Alpha-1-proteinase inhibitor,100,https://clinicaltrials.gov/show/NCT04547140,None
3335,6063,NCT04547257,ClinicalTrials.gov,2020-04-29,2020-12-15,False,ExThera Medical Europe BV,Not Recruiting,Not Applicable,Interventional,Netherlands,Safety & Performance Evaluation of Seraph 100 in Treatment of Pts With COVID-19,Other (device),Blood filter,Blood filter,42,https://clinicaltrials.gov/show/NCT04547257,None
3336,6064,NCT04547283,ClinicalTrials.gov,2020-09-09,2020-06-14,True,Atrium Health,Recruiting,Not Applicable,Interventional,United States,Awake-Prone Positioning Strategy for Hypoxic Patients With COVID-19,Procedure,Positioning,Positioning,40,https://clinicaltrials.gov/show/NCT04547283,None
3337,6065,NCT04547634,ClinicalTrials.gov,2020-08-17,2020-07-01,True,University of Malaga,Recruiting,Not Applicable,Interventional,Spain,Telerehabilitation in Oncology Patients,Telehealth,Physio & Rehabilitation,Physio & Rehabilitation,30,https://clinicaltrials.gov/show/NCT04547634,None
3338,6066,NCT04547660,ClinicalTrials.gov,2020-09-09,2020-07-16,True,Hospital de Clinicas de Porto Alegre,Recruiting,Phase 3,Interventional,Brazil,Convalescent Plasma for Severe COVID-19 Patients,ATMP,Plasma,Plasma,160,https://clinicaltrials.gov/show/NCT04547660,None
3339,6069,NCT04548531,ClinicalTrials.gov,2020-09-09,2020-09-10,False,Massachusetts General Hospital,Recruiting,Not Applicable,Interventional,United States,Engaging Patients in Colon Cancer Screening Decisions During COVID-19,Health System,No Intervention,No Intervention,800,https://clinicaltrials.gov/show/NCT04548531,None
3340,6070,NCT04548544,ClinicalTrials.gov,2020-09-11,2019-10-18,True,"University of California, San Francisco",Not Recruiting,Not Applicable,Interventional,United States,A Randomized Controlled Feasibility Study of Emotional Well-being of Adolescents Undergoing a Mindfulness Training During COVID-19,Other (psych),Psychological,Psychological,21,https://clinicaltrials.gov/show/NCT04548544,None
3341,6071,NCT04548557,ClinicalTrials.gov,2020-09-07,2020-09-15,False,University of Health Sciences Lahore,Not Recruiting,Phase 3,Interventional,Pakistan,Intravenous Immunoglobulins for the Treatment of Covid-19 Patients: a Clinical Trial,ATMP,Immunoglobulin,Immunoglobulin,60,https://clinicaltrials.gov/show/NCT04548557,None
3342,6074,NCT04548934,ClinicalTrials.gov,2020-09-02,2020-09-13,False,Institute of Mountain Emergency Medicine,Not Recruiting,Not Applicable,Interventional,No Country Given,Effect of Wearing Personal Protective Equipment (PPE) on CPR Quality in Times of the COVID-19-pandemic,Other,Other,Other,28,https://clinicaltrials.gov/show/NCT04548934,None
3343,6075,NCT04549337,ClinicalTrials.gov,2020-09-09,2020-09-25,False,"Rigshospitalet, Denmark",Recruiting,Not Applicable,Interventional,Denmark,Feasibility and Safety of High-intensity Exercise Training in Patients Surviving COVID-19,Other (exercise),Exercise,Exercise,10,https://clinicaltrials.gov/show/NCT04549337,None
3344,6077,NCT04549376,ClinicalTrials.gov,2020-09-11,2020-07-01,True,"Pi Research Consultancy Center, Bangladesh",Recruiting,Phase 2,Interventional,Bangladesh,Virucidal Effect of Povidone Iodine on COVID-19 In-Vivo,Drug,Povidone Iodine,Povidone Iodine,200,https://clinicaltrials.gov/show/NCT04549376,None
3345,6081,NCT04550325,ClinicalTrials.gov,2020-09-10,2020-08-05,True,"Kamada, Ltd.",Recruiting,Phase 1/Phase 2,Interventional,Israel,"Safety, PK and PD of Kamada Anti-SARS-CoV-2 in COVID-19",ATMP,Immunoglobulin,Immunoglobulin,12,https://clinicaltrials.gov/show/NCT04550325,None
3346,6082,NCT04550338,ClinicalTrials.gov,2020-09-13,2020-12-01,False,University of Alabama at Birmingham,Not Recruiting,Phase 3,Interventional,No Country Given,Antiviral Effects of TXA as a Preventative Treatment Following COVID-19 Exposure,Drug,Tranexamic acid,Tranexamic acid,100,https://clinicaltrials.gov/show/NCT04550338,None
3347,6085,NCT04551274,ClinicalTrials.gov,2020-09-01,2020-10-01,False,Simon Fraser University,Not Recruiting,Not Applicable,Interventional,Canada,Music Therapy in Frontline Healthcare Workers,Other (psych),Psychological,Psychological,20,https://clinicaltrials.gov/show/NCT04551274,None
3348,6086,NCT04551339,ClinicalTrials.gov,2020-09-09,2020-09-28,False,Mayo Clinic,Recruiting,Not Applicable,Interventional,United States,Zinc Versus Multivitamin Micronutrient Supplementation in the Setting of COVID-19,Drug,Zinc,Zinc,4500,https://clinicaltrials.gov/show/NCT04551339,None
3349,6088,NCT04551547,ClinicalTrials.gov,2020-09-15,2020-10-31,False,"Sinovac Research and Development Co., Ltd.",Recruiting,Phase 1/Phase 2,Interventional,China,Safety and Immunogenicity Study of Inactivated Vaccine for Prevention of COVID-19,ATMP,Vaccine,Vaccine,552,https://clinicaltrials.gov/show/NCT04551547,None
