,trialid,source_register,date_registration,date_enrollement,retrospective_registration,recruitment_status,phase,study_type,countries,public_title,target_enrollment,web_address
4740,NCT04839965,ClinicalTrials.gov,2021-04-08,2021-05-01,False,Recruiting,Phase 2,Interventional,United States,Study of Intravenous Ampion in Adult COVID-19 Patients Requiring Supplemental Oxygen,200,https://clinicaltrials.gov/show/NCT04839965
4741,NCT04842435,ClinicalTrials.gov,2021-04-12,2021-04-12,False,Recruiting,Phase 2/Phase 3,Interventional,Russian Federation,Clinical Study in the Treatment of Patients With Moderate Course of COVID-19,376,https://clinicaltrials.gov/show/NCT04842435
4742,NCT04847102,ClinicalTrials.gov,2021-04-13,2021-05-28,False,Not Recruiting,Phase 3,Interventional,No Country Given,A Phase III Clinical Study of a SARS-CoV-2 Messenger Ribonucleic Acid (mRNA) Vaccine Candidate Against COVID-19 in Population Aged 18 Years and Above,28000,https://clinicaltrials.gov/show/NCT04847102
4743,NCT04863638,ClinicalTrials.gov,2021-04-27,2021-04-29,False,Recruiting,Phase 4,Interventional,China,"A Immuno-bridging and Immunization Schedules Study of COVID-19 Vaccine (Vero Cell), Inactivated",4400,https://clinicaltrials.gov/show/NCT04863638
4744,NCT04870606,ClinicalTrials.gov,2021-04-27,2021-04-24,True,Recruiting,Phase 3,Interventional,United States,Proxalutamide (GT0918) Treatment for Outpatients With Mild or Moderate COVID-19 Illness,668,https://clinicaltrials.gov/show/NCT04870606
4745,NCT04871646,ClinicalTrials.gov,2021-04-29,2021-06-01,False,Not Recruiting,Phase 3,Interventional,South Korea,Phase 3 Clinical Trial to Evaluate the Efficacy and Safety of CKD-314,586,https://clinicaltrials.gov/show/NCT04871646
4746,NCT04872686,ClinicalTrials.gov,2021-04-26,2021-04-10,True,Recruiting,Phase 3,Interventional,Bangladesh,Virucidal Effect of PVP-I on COVID-19 and as Well as Safety of Its Application on Nasopharynx & Oropharynx,798,https://clinicaltrials.gov/show/NCT04872686
4747,NCT04880109,ClinicalTrials.gov,2021-04-29,2021-08-01,False,Not Recruiting,Phase 2,Interventional,No Country Given,A Phase 2 Study of APX-115 in Hospitalized Patients With Confirmed Mild to Moderate COVID-19.,80,https://clinicaltrials.gov/show/NCT04880109
4748,NCT04880642,ClinicalTrials.gov,2021-04-28,2021-07-01,False,Not Recruiting,Phase 3,Interventional,United States,A Trial to Investigate Recovery From COVID-19 With C21 in Adult Subjects,600,https://clinicaltrials.gov/show/NCT04880642
4749,NCT04881214,ClinicalTrials.gov,2020-07-03,2020-07-01,True,Recruiting,Not Applicable,Interventional,Switzerland,"COVID-19 Pneumonia: Pulmonary Physiology, Health-related Quality of Life and Benefit of a Rehabilitation Program",60,https://clinicaltrials.gov/show/NCT04881214
4750,NCT04883203,ClinicalTrials.gov,2021-04-20,2020-04-22,True,Not Recruiting,Phase 3,Interventional,Tunisia,The Effect of Vitamin D Supplementation on COVID-19 Recovery,130,https://clinicaltrials.gov/show/NCT04883203
4751,NCT04883528,ClinicalTrials.gov,2021-05-06,2021-07-01,False,Not Recruiting,Phase 1/Phase 2,Interventional,United States,Protecting With ARNI Against Cardiac Consequences of Coronavirus Disease 2019,50,https://clinicaltrials.gov/show/NCT04883528
4752,NCT04884529,ClinicalTrials.gov,2021-05-07,2021-07-01,False,Not Recruiting,Not Applicable,Interventional,Canada,Virtual Chair Yoga for Older Adults and Caregivers: Randomized Controlled Trial,60,https://clinicaltrials.gov/show/NCT04884529
4753,NCT04885517,ClinicalTrials.gov,2021-05-11,2021-02-01,True,Recruiting,Not Applicable,Interventional,Italy,"Breathing Effort in Covid-19 Pneumonia: Effects of Positive Pressure, Inspired Oxygen Fraction and Decubitus",72,https://clinicaltrials.gov/show/NCT04885517
4754,NCT04886362,ClinicalTrials.gov,2021-05-10,2021-07-01,False,Not Recruiting,Phase 2/Phase 3,Interventional,No Country Given,Ivermectina Colombia (IVERCOL),966,https://clinicaltrials.gov/show/NCT04886362
4755,NCT04886414,ClinicalTrials.gov,2021-05-10,2021-09-01,False,Not Recruiting,Not Applicable,Interventional,No Country Given,Home-based Care and Hand Hygiene Interventions in Honduras,1647,https://clinicaltrials.gov/show/NCT04886414
4756,NCT04887116,ClinicalTrials.gov,2021-05-13,2021-07-01,False,Not Recruiting,Phase 1,Interventional,United States,Piloting Virtual Reality Environments to Treat PTSD in Healthcare Workers and Patients Consequent to the COVID-19 Pandemic,20,https://clinicaltrials.gov/show/NCT04887116
4757,NCT04887129,ClinicalTrials.gov,2021-05-13,2021-05-03,True,Recruiting,Not Applicable,Interventional,United States,Testing for COVID-19 in High Risk Children With Intellectual and Developmental Disabilities (COV-IDD),950,https://clinicaltrials.gov/show/NCT04887129
4758,NCT04887207,ClinicalTrials.gov,2021-05-06,2021-06-01,False,Not Recruiting,Phase 3,Interventional,No Country Given,A Global Phase III Clinical Trial of Recombinant COVID-19 Vaccine (Sf9 Cells),40000,https://clinicaltrials.gov/show/NCT04887207
4759,NCT04887233,ClinicalTrials.gov,2021-05-13,2021-07-01,False,Not Recruiting,Not Applicable,Interventional,No Country Given,Efficacy and Safety of Longan Extract Spray (P80 Spray) in Volunteers With Coronavirus Disease 2019 (COVID-19),60,https://clinicaltrials.gov/show/NCT04887233
4760,NCT04887272,ClinicalTrials.gov,2021-03-02,2021-05-15,False,Not Recruiting,Not Applicable,Interventional,United States,"Weathering the Storm: Lung, Heart, and Brain Vascular Rehabilitation for COVID-19",40,https://clinicaltrials.gov/show/NCT04887272
4761,NCT04887350,ClinicalTrials.gov,2021-05-05,2021-06-01,False,Not Recruiting,Phase 1,Interventional,No Country Given,SSIPP vs. PST vs. WLC,45,https://clinicaltrials.gov/show/NCT04887350
4762,NCT04888832,ClinicalTrials.gov,2021-05-07,2022-01-01,False,Not Recruiting,Not Applicable,Interventional,No Country Given,The Effect of Work Requirements in SNAP in Virginia,12500,https://clinicaltrials.gov/show/NCT04888832
4763,NCT04889274,ClinicalTrials.gov,2021-05-06,2021-05-10,False,Recruiting,Phase 1,Interventional,United Kingdom,Investigation of the Effects of Dietary Nitrate and Sex on COVID-19 Vaccine Induced Vascular Dysfunction in Healthy Men and Women (DiNOVasc-COVID-19),98,https://clinicaltrials.gov/show/NCT04889274
4764,NCT04894721,ClinicalTrials.gov,2021-05-06,2021-03-20,True,Recruiting,Phase 2/Phase 3,Interventional,Argentina,Prophylaxis for COVID-19: Ivermectin in Close Contacts of COVID-19 Cases (IVERNEX-TUC),750,https://clinicaltrials.gov/show/NCT04894721
4765,NCT04895449,ClinicalTrials.gov,2021-04-24,2021-06-01,False,Not Recruiting,Phase 1/Phase 2,Interventional,Germany,"Safety, Tolerability and Immunogenicity of the Candidate Vaccine MVA-SARS-2-ST Against COVID-19",240,https://clinicaltrials.gov/show/NCT04895449
4766,ACTRN12621000567820,ANZCTR,2021-05-14,2021-01-06,True,Not Recruiting,Not Applicable,Interventional,Australia,Prevention of SARS-CoV-2 (COVID-19) transmission in residential aged care using ultraviolet light (PETRA): a parallel crossover randomised controlled trial,400,https://anzctr.org.au/ACTRN12621000567820.aspx
4767,ACTRN12621000607875,ANZCTR,2021-05-20,2021-01-06,True,Not Recruiting,Phase 1,Interventional,Australia,INNA-051 intranasal safety and tolerability study,124,https://anzctr.org.au/ACTRN12621000607875.aspx
4768,ISRCTN13857593,ISRCTN,2021-05-12,2021-05-17,False,Recruiting,Not Applicable,Interventional,Italy,Study on the performance and safety of Sentinox in COVID-19 patients,57,http://isrctn.com/ISRCTN13857593
4769,ISRCTN85874083,ISRCTN,2021-02-09,2021-02-15,False,Recruiting,Not Applicable,Interventional,India,Comparing cotrimoxazole to standard care for the treatment of severe coronavirus (COVID-19) infection in hospitalised patients,200,http://isrctn.com/ISRCTN85874083
4770,ISRCTN51124684,ISRCTN,2021-01-13,2021-01-05,True,Recruiting,Not Applicable,Interventional,United Kingdom,Can drinking beetroot juice prevent and reduce the severity of winter viral infections in residential and nursing homes?,416,http://isrctn.com/ISRCTN51124684
4771,ISRCTN10989132,ISRCTN,2020-11-06,2021-01-07,False,Recruiting,Not Applicable,Interventional,United Kingdom,ASK: Improving access to kidney transplantation,60,http://isrctn.com/ISRCTN10989132
4772,ISRCTN79623250,ISRCTN,2020-11-04,2020-04-30,True,Not Recruiting,Not Applicable,Interventional,United Kingdom,The digital Hope programme for people living with cancer during COVID-19,40,http://isrctn.com/ISRCTN79623250
4773,ChiCTR2100043210,ChiCTR,2021-02-08,2021-02-20,False,Recruiting,Not Applicable,Interventional,China,"Clinical study on the efficacy evaluation of traditional Chinese medicine auricular point acupressure in alleviating pain, fatigue and gastrointestinal adverse reactions after injection of novel coronavirus-19 vaccines",360,http://www.chictr.org.cn/showproj.aspx?proj=121519
4774,ChiCTR2100043108,ChiCTR,2021-02-05,2020-07-01,True,Recruiting,Phase 4,Interventional,China,"A randomized, double-blind, placebo-controlled clinical trial of Shugan Jieyu Capsule on improving sleep disturbance in New Coronavirus pneumonia during convalescence",200,http://www.chictr.org.cn/showproj.aspx?proj=66027
4775,ChiCTR2100043045,ChiCTR,2021-02-04,2021-01-29,True,Recruiting,Not Applicable,Interventional,China,A Randomized Controlled Trial for Qing Jin Yi Qi granule in the treatment of Convalescence Patients of Novel Coronavirus Pneumonia(COVID-19),300,http://www.chictr.org.cn/showproj.aspx?proj=121511
4776,CTRI/2021/03/032199,CTRI,2021-03-22,2021-03-31,False,Not Recruiting,Phase 3,Interventional,India,Pirfenidone for COVID-19 related lung fibrosis,60,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=49593
4777,CTRI/2021/03/032225,CTRI,2021-03-23,2021-03-30,False,Not Recruiting,Phase 3,Interventional,India,Homoeopathic treatment of respiratory sequelae of post- covid cases: an open label prospective study,50,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=50734
4778,CTRI/2021/03/032293,CTRI,2021-03-25,2021-04-20,False,Not Recruiting,Phase 3,Interventional,India,Associated lung condition in viral infection,200,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=45649
4779,CTRI/2021/03/032410,CTRI,2021-03-30,2021-05-15,False,Not Recruiting,Not Applicable,Interventional,India,"Effect of ̢??Kriya Yoga̢?? on brain activity and perceived stress in health care providers, during COVID-19 Pandemic",100,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=54078
4780,CTRI/2021/03/032369,CTRI,2021-03-30,2021-01-04,True,Not Recruiting,Phase 2,Interventional,India,Tele-Yoga programme for work-from-home employees due to Covid-19 pandemic,150,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=52318
4781,CTRI/2021/03/032385,CTRI,2021-03-30,2021-05-04,False,Not Recruiting,Not Applicable,Interventional,India,"Use of three different drugs for reduction in severity of COVID-19 disease using Arterial Stiffness as a clinical marker
",160,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=54420
4782,CTRI/2021/03/032444,CTRI,2021-03-31,2021-03-04,True,Not Recruiting,Not Applicable,Interventional,India,A clinical trial of Yoga On Immunity In Doctors During COVID 19 Pandemic- A Pilot Study,40,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=54405
4783,CTRI/2021/04/032501,CTRI,2021-04-01,2021-04-15,False,Not Recruiting,Not Applicable,Interventional,India,Comparison of effect of High Flow Nasal Cannula with Continuous Positive Airway Pressure in reducing incidence of invasive mechanical ventilation in severe COVID 19 patients.,60,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=54364
4784,CTRI/2021/04/032541,CTRI,2021-04-05,2024-10-04,False,Recruiting,Phase 2,Interventional,India,Clinical trial of Madhav Rasayan in subjects of COVID 19.,60,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=54622
4785,CTRI/2021/04/032531,CTRI,2021-04-05,2021-12-04,False,Recruiting,Phase 2,Interventional,India,Clinical trial to Compare effects and safety of Etanercept in Patients with Moderate COVID-19,50,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=53930
4786,CTRI/2021/04/032555,CTRI,2021-04-06,2021-07-04,False,Not Recruiting,Phase 2,Interventional,India,"A Clinical Trial to Assess the Efficacy, Safety and tolerability of Colchicine for Covid-19 Disease Treatment in Indian Patients.",84,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=54560
4787,CTRI/2021/04/032593,CTRI,2021-04-07,2021-04-15,False,Recruiting,Not Applicable,Interventional,India,Vitamin D and Zinc for COVID-19 patients,700,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=54510
4788,CTRI/2021/04/032647,CTRI,2021-04-08,2021-12-04,False,Not Recruiting,Phase 2,Interventional,India,To see the effect of Unani formulation as an add-on therapy along with Allopathic treatment in the Covid-19 patients,80,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=53666
4789,CTRI/2021/04/032688,CTRI,2021-04-08,2021-04-19,False,Recruiting,Phase 1/Phase 2,Interventional,India,Safety and immunogenicity study of mRNA based vaccine (HGCO19) against COVID-19 in healthy adult participants.,620,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=54697
4790,CTRI/2021/04/032648,CTRI,2021-04-08,2021-10-05,False,Recruiting,Phase 3,Interventional,India,"study to access effectiveness of new drug therapy (aspirin,atorvastatin and nicorandil) in covid-19",300,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=51131
4791,CTRI/2021/04/032755,CTRI,2021-04-12,2021-04-18,False,Not Recruiting,Phase 4,Interventional,India,Ayurveda medicines role in Treatment of COVID-19,200,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=54896
4792,CTRI/2021/04/032766,CTRI,2021-04-13,2021-04-15,False,Not Recruiting,Not Applicable,Interventional,India,To Compare and Evaluate the Effect of Corona affected Patients Undergoing Current Treatment Along with Food Supplements,24,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=54786
4793,CTRI/2021/04/032804,CTRI,2021-04-13,2021-04-18,False,Not Recruiting,Phase 3,Interventional,India,Effect of AEV01 (Kutki) for Mild COVID19 Elderly patients,70,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=54539
4794,CTRI/2021/04/032791,CTRI,2021-04-13,2021-04-06,True,Not Recruiting,Phase 3,Interventional,"Argentina, Portugal, United Kingdom, Colombia, Belgium, Netherlands, Serbia , United States, Italy, Brazil, Israel, Mexico, Spain, France, India, Germany, Romania",Study to Assess Efficacy and Safety of Inhaled Interferon-Beta Therapy for COVID-19,610,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=53300
4795,CTRI/2021/04/032788,CTRI,2021-04-13,2021-04-27,False,Not Recruiting,Not Applicable,Interventional,India,Effect of Telerehabilitation based Physiotherapeutic exercises on Physical Function and Quality of life. in patients with COVID 19.,20,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=55016
4796,CTRI/2021/04/032845,CTRI,2021-04-15,2021-08-05,False,Not Recruiting,Not Applicable,Interventional,India,Yoga interventions for the management of COVID 19 in asymptomatic patients,60,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=52521
4797,CTRI/2021/04/032952,CTRI,2021-04-20,2021-04-25,False,Not Recruiting,Phase 3/Phase 4,Interventional,India,Role of Kabasura Kudineer in managing Covid patients,100,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=55118
4798,CTRI/2021/04/032976,CTRI,2021-04-20,2021-01-06,True,Not Recruiting,Not Applicable,Interventional,India,"HIV Selftesting Implementation Study

",118440,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=50046
4799,CTRI/2021/04/032989,CTRI,2021-04-22,2021-04-27,False,Recruiting,Not Applicable,Interventional,India,"A study to assess the safety and efficacy of ""pHoxvedic"", an ayurvedic nasal spray in prevention COVID-19 infection in healthy high-risk healthcare professionals
",648,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=55273
4800,CTRI/2021/04/033058,CTRI,2021-04-23,2021-01-05,True,Recruiting,Not Applicable,Interventional,India,Effect of early mobility in patients with severe COVID-19 admitted in ICU,140,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=46761
4801,CTRI/2021/04/033073,CTRI,2021-04-23,2021-04-24,False,Not Recruiting,Not Applicable,Interventional,India,Using Homeopathic Combinations for the Treatment of Fever due to COVID19 and addressing the associated Respiratory distress.,50,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=55218
4802,CTRI/2021/04/033118,CTRI,2021-04-26,2021-04-30,False,Recruiting,Phase 3,Interventional,India,A clinical trial of Intravenous Aviptadil along with standard treatment in severe COVID-19 Patients with respiratory failure.,150,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=53211
4803,CTRI/2021/04/033175,CTRI,2021-04-27,2021-04-30,False,Recruiting,Phase 3,Interventional,India,"PROVE Trial - Positive pRessure therapy in COVid-19 infEction 
",1800,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=44604
4804,CTRI/2021/04/033158,CTRI,2021-04-27,2021-05-17,False,Not Recruiting,Phase 2,Interventional,India,Low dose X-ray therapy for COVID-19,61,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=55418
4805,CTRI/2021/04/033143,CTRI,2021-04-27,2021-03-05,True,Not Recruiting,Phase 3/Phase 4,Interventional,India,Clinical trial on Covid 19 patients,80,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=55493
4806,CTRI/2021/04/033142,CTRI,2021-04-27,2021-03-05,True,Not Recruiting,Not Applicable,Interventional,India,"To see how Methylene blue drug which is used to increase O2 saturation levels, is helpful in treating Covid 19 patients.",10,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=55513
4807,CTRI/2021/04/033188,CTRI,2021-04-28,2021-05-05,False,Not Recruiting,Phase 3/Phase 4,Interventional,India,Clinical trial on Covid 19 patients,120,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=55568
4808,CTRI/2021/04/033201,CTRI,2021-04-28,2021-05-05,False,Not Recruiting,Not Applicable,Interventional,India,Gayathri mantra chanting for the Stress and Quality Of Life in  COVID 19 patients,60,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=52520
