ISRCTN,Basic results,Peer-reviewed publications,Overall trial start,Overall trial end,Record last updated,Overall trial status,Recruitment status,EudraCT number,ClinicalTrials.gov number
ISRCTN22761545,,,01/01/2002,31/12/2005,18/10/2018,Completed,No longer recruiting,,
ISRCTN26715889,,2014 Results article in http://www.ncbi.nlm.nih.gov/pubmed/24827136 results 2017 Results article in http://www.ncbi.nlm.nih.gov/pubmed/28209296 post-hoc analysis results,01/02/2001,31/08/2007,17/10/2018,Completed,No longer recruiting,,NCT00025090
ISRCTN42791812,,,01/08/2001,01/09/2001,07/09/2007,Stopped,Stopped,,
ISRCTN64281544,,,01/05/2000,01/05/2005,25/09/2013,Completed,No longer recruiting,,
ISRCTN11799696,,2008 Results article in http://www.ncbi.nlm.nih.gov/pubmed/18424200 results,01/05/1999,01/05/2002,16/11/2011,Completed,No longer recruiting,,
ISRCTN78813854,,2008 Protocol article in http://www.ncbi.nlm.nih.gov/pubmed/18567886 protocol 2016 Results article in http://www.ncbi.nlm.nih.gov/pubmed/27509100 results,01/06/2005,01/06/2007,04/10/2018,Completed,No longer recruiting,,
ISRCTN77698896,,,01/05/1999,01/05/2004,12/05/2011,Stopped,Stopped,,
ISRCTN44384258,,2006 Results article in http://www.ncbi.nlm.nih.gov/pubmed/16814635 results: 2009 Other publications in http://www.ncbi.nlm.nih.gov/pubmed/19089505 qualitative analysis:,01/07/2003,30/05/2006,25/03/2009,Completed,No longer recruiting,,
ISRCTN24769914,,2008 Results article in http://www.ncbi.nlm.nih.gov/pubmed/18069016 results,01/05/1999,01/05/2002,10/05/2011,Completed,No longer recruiting,,
ISRCTN63998948,,,01/05/1999,01/05/2004,12/05/2011,Stopped,Stopped,,
ISRCTN68985370,,,01/05/1999,01/05/2004,02/02/2017,Completed,No longer recruiting,,
ISRCTN52488382,,,01/01/2002,31/12/2002,13/12/2007,Stopped,Stopped,,
ISRCTN12342884,,,01/05/1999,01/05/2004,03/03/2015,Completed,No longer recruiting,,
ISRCTN23721272,,,01/10/1994,01/12/1996,18/10/2016,Stopped,Stopped,,
ISRCTN47464599,,,01/05/1999,01/05/2002,13/09/2016,Completed,No longer recruiting,,
ISRCTN19286990,,,01/05/1999,01/05/2004,23/07/2012,Stopped,Stopped,,
ISRCTN76481529,,2011 Results article in http://www.ncbi.nlm.nih.gov/pubmed/21982529 results 2017 Results article in http://www.ncbi.nlm.nih.gov/pubmed/28705181 results,01/10/2003,31/03/2007,17/07/2017,Completed,No longer recruiting,,
ISRCTN74928330,,,01/05/1999,01/05/2002,06/12/2013,Completed,No longer recruiting,,
ISRCTN73797494,,,01/05/1999,01/05/2004,26/09/2016,Completed,No longer recruiting,,
ISRCTN75423827,,,01/05/1999,01/05/2004,29/05/2014,Stopped,Stopped,,
ISRCTN59521990,,2008 Results article in http://www.ncbi.nlm.nih.gov/pubmed/19073976 results 2011 Results article in http://www.ncbi.nlm.nih.gov/pubmed/22036019 aspirin results 2012 Results article in http://www.ncbi.nlm.nih.gov/pubmed/23140761 resistant starch results 2020 Results article in https://pubmed.ncbi.nlm.nih.gov/32534647/ results (added 15/06/2020),01/01/1999,31/01/2008,15/06/2020,Completed,No longer recruiting,,
ISRCTN59346371,Basic results in https://www.clinicaltrialsregister.eu/ctr-search/trial/2004-001622-24/results (added 16/05/2019),,03/06/2005,01/01/2015,16/05/2019,Completed,No longer recruiting,2004-001622-24,
ISRCTN48911177,,,22/12/2004,31/12/2021,16/03/2016,Completed,No longer recruiting,,
ISRCTN41636183,,2003 Results article in http://www.ncbi.nlm.nih.gov/pubmed/12927999 results: 2009 Results article in http://www.ncbi.nlm.nih.gov/pubmed/19224846 results:,01/03/2002,31/12/2007,22/10/2018,Completed,No longer recruiting,,NCT00011986
ISRCTN74156610,,2006 Protocol article in http://www.ncbi.nlm.nih.gov/pubmed/16603058 protocol 2010 Results article in http://www.ncbi.nlm.nih.gov/pubmed/20178588 results of qualitative study 2010 Results article in http://www.ncbi.nlm.nih.gov/pubmed/20418251 results of randomised controlled trial 2011 Results article in http://www.ncbi.nlm.nih.gov/pubmed/21457596 results of patient engagement 2011 Results article in http://www.ncbi.nlm.nih.gov/pubmed/22192566 results 2012 Results article in http://www.ncbi.nlm.nih.gov/pubmed/22844025 results 2013 Results article in http://www.ncbi.nlm.nih.gov/pubmed/23327355 results 2015 Results article in http://www.ncbi.nlm.nih.gov/pubmed/26657793 results,21/06/2004,25/07/2008,29/06/2016,Completed,No longer recruiting,,
ISRCTN25193534,,"2006 Results article in http://www.ncbi.nlm.nih.gov/pubmed/16181615 selenium supplementation, mood and quality of life results 2008 Results article in http://www.ncbi.nlm.nih.gov/pubmed/18258627 selenium supplementation and thyroid function results 2008 Other publications in http://www.ncbi.nlm.nih.gov/pubmed/18683819 supplementation with selenium does not affect total homocysteine concentration in the UK elderly population: 2011 Results article in http://www.ncbi.nlm.nih.gov/pubmed/21576533 high-selenium yeast on plasma lipids results",01/01/2000,31/12/2002,02/02/2012,Completed,No longer recruiting,,NCT00022165
ISRCTN69559570,,2011 Results article in http://www.ncbi.nlm.nih.gov/pubmed/21106985 results,17/01/2002,16/01/2008,11/07/2014,Completed,No longer recruiting,,
ISRCTN58537244,,2008 Results article in http://www.ncbi.nlm.nih.gov/pubmed/18820310 results 2009 Other publications in http://www.ncbi.nlm.nih.gov/pubmed/19258378 cost-effective analysis,01/10/2002,31/03/2006,25/11/2010,Completed,No longer recruiting,,
ISRCTN34111222,,2010 Results article in http://www.ncbi.nlm.nih.gov/pubmed/20434403 results,01/10/2001,30/09/2011,11/06/2010,Completed,No longer recruiting,,
ISRCTN76616358,,2006 Protocol article in http://www.ncbi.nlm.nih.gov/pubmed/17040558 protocol 2007 Results article in http://www.ncbi.nlm.nih.gov/pubmed/17688756 results re influence of MRI on GP's decision 2008 Results article in http://www.ncbi.nlm.nih.gov/pubmed/19000394 results re cost-effectiveness of MRI 2008 Results article in http://www.ncbi.nlm.nih.gov/pubmed/19000393 results re effectiveness of GP's access to MRI 2010 Results article in http://www.ncbi.nlm.nih.gov/pubmed/21122094 participant feedback survey results,03/01/2002,31/12/2006,01/02/2011,Completed,No longer recruiting,,
ISRCTN87644265,,2008 Results article in http://www.ncbi.nlm.nih.gov/pubmed/18310262 Results,01/03/2002,28/02/2006,31/03/2009,Completed,No longer recruiting,,
ISRCTN17161961,,2003 Results article in http://www.ncbi.nlm.nih.gov/pubmed/12933575 results of a feasibility study 2010 Results article in http://www.ncbi.nlm.nih.gov/pubmed/19965647 results 2010 Other publications in http://www.ncbi.nlm.nih.gov/pubmed/20385793 pooled analysis of prognostic significance of rare recurring chromosomal abnormalities 2012 Results article in http://www.ncbi.nlm.nih.gov/pubmed/22875911 results 2013 Results article in http://www.ncbi.nlm.nih.gov/pubmed/23439754 results 2013 Results article in http://www.ncbi.nlm.nih.gov/pubmed/23940227 results 2014 Results article in http://www.ncbi.nlm.nih.gov/pubmed/24855211 results 2018 Results article in https://www.ncbi.nlm.nih.gov/pubmed/29025912 results (added 25/07/2019),01/03/2002,01/06/2008,24/03/2022,Completed,No longer recruiting,2005-001149-40,
ISRCTN59586944,,2007 Interim results article in http://www.ncbi.nlm.nih.gov/pubmed/17377602 interim results 2009 Results article in http://www.ncbi.nlm.nih.gov/pubmed/19907042 results,01/09/2000,01/10/2007,12/09/2011,Completed,No longer recruiting,,
ISRCTN16932128,,2004 Protocol article in https://www.ncbi.nlm.nih.gov/pubmed/?term=15182379 protocol 2010 Results article in https://www.ncbi.nlm.nih.gov/pubmed/20040164 cost effectiveness results 2010 Results article in https://www.ncbi.nlm.nih.gov/pubmed/19995493 effectiveness results:,01/02/2002,28/02/2006,19/12/2017,Completed,No longer recruiting,,
ISRCTN26416991,,2008 Results article in http://www.ncbi.nlm.nih.gov/pubmed/18713809 results 2008 Other publications in http://www.ncbi.nlm.nih.gov/pubmed/19074232 economic evaluation 2010 Results article in http://www.ncbi.nlm.nih.gov/pubmed/20032168 results on patient views,01/12/2001,31/05/2006,06/01/2010,Completed,No longer recruiting,,
ISRCTN99175498,,2007 Results article in http://www.ncbi.nlm.nih.gov/pubmed/17762000 results in: patients' experiences of screening 2007 Results article in http://www.ncbi.nlm.nih.gov/pubmed/17761995 results in: psychological impact of screening 2008 Results article in http://www.ncbi.nlm.nih.gov/pubmed/18840266 results 2009 Results article in http://www.ncbi.nlm.nih.gov/pubmed/19948642 results 2011 Protocol article in http://www.ncbi.nlm.nih.gov/pubmed/21463520 protocol 2014 Results article in http://www.ncbi.nlm.nih.gov/pubmed/24196189 results 2015 Results article in http://www.ncbi.nlm.nih.gov/pubmed/24806469 results 2016 Results article in http://www.ncbi.nlm.nih.gov/pubmed/26739725 results 2016 Results article in http://www.ncbi.nlm.nih.gov/pubmed/26282583 results,01/10/2001,31/12/2016,08/01/2016,Completed,No longer recruiting,,
ISRCTN17222211,,2019 Results article in https://pubmed.ncbi.nlm.nih.gov/31504126/ results (added 23/10/2020),01/01/1994,01/08/2014,23/10/2020,Completed,No longer recruiting,,NCT00003678
ISRCTN57776460,,1994 Results article in http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=8032829 Results,01/10/1981,31/12/1991,11/09/2007,Completed,No longer recruiting,,
ISRCTN88118697,,,01/07/1987,01/12/1995,19/02/2018,Completed,No longer recruiting,,
ISRCTN15921116,,2000 Other publications in https://www.ncbi.nlm.nih.gov/pubmed/10986540 Analysis of messy longitudinal data from a randomized clinical trial. MRC Lung Cancer Working Party () 2006 Results article in https://www.ncbi.nlm.nih.gov/pubmed/16706570 Cost effectiveness results,01/12/1993,01/03/1996,19/09/2017,Completed,No longer recruiting,,
ISRCTN82694463,,1999 Results article in http://www.ncbi.nlm.nih.gov/pubmed/10470696 results,01/12/1989,10/07/1995,09/07/2014,Completed,No longer recruiting,,
ISRCTN48374927,,2008 Results article in http://www.ncbi.nlm.nih.gov/pubmed/17583431 results,01/01/2001,01/01/2007,14/01/2009,Completed,No longer recruiting,,
ISRCTN54949546,,2001 Results article in http://www.ncbi.nlm.nih.gov/pubmed/11567703 results,01/01/2001,31/12/2001,07/01/2010,Completed,No longer recruiting,,
ISRCTN78383951,,2005 Results article in http://www.ncbi.nlm.nih.gov/pubmed/16197283 results,01/01/2004,01/01/2005,16/01/2009,Completed,No longer recruiting,,
ISRCTN31348959,,2007 Results article in http://www.ncbi.nlm.nih.gov/pubmed/17328643 results,01/01/2002,31/12/2005,07/01/2010,Completed,No longer recruiting,,
ISRCTN84437785,,2007 Results article in http://www.ncbi.nlm.nih.gov/pubmed/17870038 results,01/01/2002,01/01/2006,25/01/2010,Completed,No longer recruiting,,
ISRCTN45147456,,2003 Results article in http://www.ncbi.nlm.nih.gov/sites/pubmed/14598248 results,01/01/2003,01/06/2003,20/10/2010,Completed,No longer recruiting,,
ISRCTN72463123,,,01/01/1998,31/12/2000,13/09/2016,Completed,No longer recruiting,,
ISRCTN62937696,,2003 Results article in http://www.ncbi.nlm.nih.gov/pubmed/12904840 results,01/09/1999,31/08/2001,12/01/2009,Completed,No longer recruiting,,
ISRCTN87167979,,2004 Results article in http://www.ncbi.nlm.nih.gov/pubmed/15486330 results,01/01/2003,01/01/2004,25/11/2010,Completed,No longer recruiting,,
ISRCTN56654882,,2000 Results article in http://www.ncbi.nlm.nih.gov/pubmed/11128739 results,01/01/2000,31/12/2000,16/01/2009,Completed,No longer recruiting,,
ISRCTN46614711,,,01/01/2000,01/04/2003,11/12/2014,Completed,No longer recruiting,,
ISRCTN42553489,,2009 Results article in http://www.ncbi.nlm.nih.gov/pubmed/19150703 results 2015 Results article in http://www.ncbi.nlm.nih.gov/pubmed/25922190 results,01/09/2001,01/09/2005,30/04/2015,Completed,No longer recruiting,,
ISRCTN11843382,,,01/02/1994,01/12/1998,24/05/2016,Completed,No longer recruiting,,
ISRCTN13882846,,1996 Results article in https://www.ncbi.nlm.nih.gov/pubmed/8606613 preliminary results 1999 Results article in https://www.ncbi.nlm.nih.gov/pubmed/10188901 5-year survival results,01/01/1986,01/11/1993,21/01/2019,Completed,No longer recruiting,,
ISRCTN14535482,,,01/02/1991,31/12/1994,29/10/2019,Completed,No longer recruiting,,
ISRCTN17931175,,2005 Results article in http://www.ncbi.nlm.nih.gov/pubmed/16168780 results,01/08/1986,30/06/1996,14/07/2014,Completed,No longer recruiting,,
ISRCTN27827390,,2000 Results article in http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=11104556 Results,01/08/1990,31/12/1995,11/09/2007,Completed,No longer recruiting,,
ISRCTN32414363,,2003 Results article in http://www.ncbi.nlm.nih.gov/pubmed/14515287 results,01/11/1989,31/12/1997,12/04/2012,Completed,No longer recruiting,,
ISRCTN34182635,,1999 Results article in https://www.ncbi.nlm.nih.gov/pubmed/10465472 results,09/10/1993,01/01/1999,19/09/2017,Stopped,Stopped,,
ISRCTN35399995,,2001 Results article in http://www.ncbi.nlm.nih.gov/pubmed/11250991 results 2003 Results article in http://www.ncbi.nlm.nih.gov/pubmed/12637478 results,01/05/1995,01/05/1998,03/08/2009,Completed,No longer recruiting,,
ISRCTN43987580,,2009 Results article in http://www.ncbi.nlm.nih.gov/pubmed/19770374 long term results,01/02/1992,30/06/1998,22/02/2010,Completed,No longer recruiting,,
ISRCTN48215558,,1998 Results article in http://www.ncbi.nlm.nih.gov/pubmed/9843101 results,01/01/1991,31/12/1996,09/07/2014,Completed,No longer recruiting,,
ISRCTN54157750,,2005 Results article in https://www.ncbi.nlm.nih.gov/pubmed/15908042 results (added 20/02/2020),01/09/1995,01/05/1999,20/02/2020,Completed,No longer recruiting,,
ISRCTN54221666,,1999 Results article in http://www.ncbi.nlm.nih.gov/pubmed/10561173 results,01/03/1989,31/12/1993,18/08/2009,Completed,No longer recruiting,,
ISRCTN56736625,,2000 Results article in https://pubmed.ncbi.nlm.nih.gov/10802363/ Results:,01/11/1992,01/11/1997,11/09/2007,Completed,No longer recruiting,,
ISRCTN68133429,,,01/01/1990,01/03/1995,29/10/2019,Completed,No longer recruiting,,
ISRCTN57157825,,2002 Results article in http://www.ncbi.nlm.nih.gov/pubmed/12241653 results,27/03/1995,01/06/1998,09/07/2014,Completed,No longer recruiting,,
ISRCTN69711558,,1997 Results article in http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=pubmed&cmd=Retrieve&dopt=abstractplus&list_uids=9164194 Results,01/06/1989,31/12/1993,11/09/2007,Completed,No longer recruiting,,
ISRCTN74298211,,,01/02/1990,01/03/1995,29/10/2019,Completed,No longer recruiting,,
ISRCTN75184582,,,01/01/1995,01/12/1998,26/02/2016,Completed,No longer recruiting,,
ISRCTN79658966,,,01/01/1986,31/12/1986,11/01/2019,Completed,No longer recruiting,,
ISRCTN81218776,,2001 Results article in http://www.ncbi.nlm.nih.gov/pubmed/11208845 results,01/09/1988,30/06/1996,12/04/2012,Completed,No longer recruiting,,
ISRCTN89397749,,1994 Other publications in http://www.ncbi.nlm.nih.gov/pubmed/7846423 design described 1999 Results article in http://www.ncbi.nlm.nih.gov/pubmed/10023944 early results 2004 Results article in http://www.ncbi.nlm.nih.gov/pubmed/14970855 results,01/01/1992,01/12/1998,04/09/2009,Completed,No longer recruiting,,
ISRCTN75147488,,2005 Results article in http://www.ncbi.nlm.nih.gov/pubmed/16293863 results,01/12/1996,05/11/1999,07/10/2009,Completed,No longer recruiting,,NCT00002953
ISRCTN77353795,,,22/04/1994,01/01/1998,13/02/2018,Completed,No longer recruiting,,
ISRCTN96733516,,,09/10/1992,31/05/1999,19/02/2018,Completed,No longer recruiting,,
ISRCTN18525328,,2005 Results article in https://pubmed.ncbi.nlm.nih.gov/15718317/ 2005 Other publications in https://pubmed.ncbi.nlm.nih.gov/16170196,03/01/1995,03/01/1998,20/12/2007,Completed,No longer recruiting,,
ISRCTN77275134,,"2000 Results article in http://www.ncbi.nlm.nih.gov/pubmed/11002232 results in: GM Mead, NM Bleehen, A Gregor, J Bullimore, R Rampling, JT Roberts, M Glaser, P Lantos, JW Ironside, TH Moss, M Brada, JB Whaley and SP Stenning for the MRC Brain Tumour Working Party (). A Medical Research Council Randomised Trial in patients with primary cerebral non-Hodgkin lymphoma. Cancer 89(6): 1359-1370",01/11/1988,01/10/1995,29/07/2009,Stopped,Stopped,,
ISRCTN79554459,,2003 Results article in http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=14602133 Trial not published on its own. The results were published in the meta-analysis entitled Neoadjuvant chemotherapy for locally advanced cervical cancer: a systematic review and meta-analysis of individual patient data from randomised trials. Neoadjuvant Chemotherapy for Cervical Cancer Meta-analysis Collaboration (European Journal of Cancer 39 [2003] 2470-2486) - see,01/01/1991,03/11/1995,31/07/2009,Completed,No longer recruiting,,
ISRCTN86294690,,2007 Results article in http://www.ncbi.nlm.nih.gov/pubmed/17227995 results 2019 Other publications in https://www.ncbi.nlm.nih.gov/pubmed/30879111 retrospective analysis (added 13/02/2020) 2019 Other publications in https://www.ncbi.nlm.nih.gov/pubmed/31152023 retrospective analysis (added 28/04/2020) 2021 Other publications in https://pubmed.ncbi.nlm.nih.gov/34916320/ retrospective analysis (added 20/12/2021),01/07/1993,30/09/2002,20/12/2021,Completed,No longer recruiting,,
ISRCTN37957513,,1998 Results article in http://www.ncbi.nlm.nih.gov/pubmed/9751353 results,01/01/1989,31/12/1995,18/08/2009,Completed,No longer recruiting,,
ISRCTN26364810,,2003 Results article in http://www.ncbi.nlm.nih.gov/pubmed/12970656 results of Study 1,01/04/2001,30/09/2006,07/09/2009,Completed,No longer recruiting,,
ISRCTN19619965,Basic results in https://clinicaltrials.gov/ct2/show/results/NCT00050089,2003 Protocol article in http://www.ncbi.nlm.nih.gov/pubmed/12865041 protocol 2009 Results article in http://www.ncbi.nlm.nih.gov/pubmed/19430303 quality of life results 2010 Results article in http://www.ncbi.nlm.nih.gov/pubmed/20130473 mutation frequency results 2011 Results article in http://www.ncbi.nlm.nih.gov/pubmed/21483491 results,01/01/2002,01/12/2007,21/03/2016,Completed,No longer recruiting,,NCT00050089
ISRCTN61323766,,2004 Protocol article in http://www.ncbi.nlm.nih.gov/pubmed/15491494 protocol 2008 Results article in http://www.ncbi.nlm.nih.gov/pubmed/18177774 results 2009 Results article in http://www.ncbi.nlm.nih.gov/pubmed/19292926 results 2010 Results article in http://www.ncbi.nlm.nih.gov/pubmed/20433700 results 2011 Results article in http://www.ncbi.nlm.nih.gov/pubmed/21500102 results 2014 Results article in http://www.ncbi.nlm.nih.gov/pubmed/24194101 results 2015 Results article in http://www.ncbi.nlm.nih.gov/pubmed/24732143 results,01/04/2001,31/03/2005,15/09/2015,Completed,No longer recruiting,,
